sampleID	bioSampleID	dataset	target_gene	marker	molecule	Tara_biome_original	expedition	basin	area	watling_basins	Biome	Tara_depth_nominal	province	station	deployment	core	pseudoreplicate	samp_size	samp_mat_process	samp_collect_device	collection_timestamp	collection_date	latitude	longitude	lower_size_...µm	upper_size_...µm	size_class	depth	primprod	calcite	nitrate	PAR_mean	ph	silicate	sst_mean	sst_range	srf_current	slope	PIC_mean	POC_mean	tsm_mean	sb_nitrate	sb_o2dissolve	sb_o2utilized	sb_silicate	sb_temp	phosphate	sb_salinity	wat_col_temp	seafloor_depth	POC_seafloor	POC_export
SAMEA4398055	SAMEA4398055_ERR3518683	tara_polar	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara_Polar	Artic Ocean	Artic Ocean		DCM	35		POLAR_30									74.3207	-85.7363	180.00	2000.00	meso	35	356	0	2	35.0201301574707	8.21100044250488	5	0	3.06783890724182	0.0175855997949839	0.137657597661018	249.168792724609	113.630302429199	1.30565297603607	10.0596504211426	5.88736391067505	2.09736490249634	13.1798295974731	0	0	33.2592887878418	-0.556159675121307	-527.075073242188	8.747769735	12.2216100692749
SAMEA4398057	SAMEA4398057_ERR3518685	tara_polar	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara_Polar	Artic Ocean	Artic Ocean		DCM	35		POLAR_30									74.3207	-85.7363	20.00	180.00	micro	35	356	0	2	35.0201301574707	8.21100044250488	5	0	3.06783890724182	0.0175855997949839	0.137657597661018	249.168792724609	113.630302429199	1.30565297603607	10.0596504211426	5.88736391067505	2.09736490249634	13.1798295974731	0	0	33.2592887878418	-0.556159675121307	-527.075073242188	8.747769735	12.2216100692749
SAMEA4398071	SAMEA4398071_ERR3518691	tara_polar	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara_Polar	Artic Ocean	Artic Ocean		DCM	36		POLAR_31									74.3386	-85.6208	0.80	>0.80	pico	36	356	0	2	34.9249114990234	8.21100044250488	5	0	3.21312808990479	0.0202555507421494	0.222415804862976	236.725402832031	116.986000061035	2.04487490653992	10.0596504211426	5.88736391067505	2.09736490249634	13.1798295974731	0	0	33.2606391906738	-0.619750678539276	-530.298522949219	8.747769735	12.2216100692749
SAMEA4398074	SAMEA4398074_ERR3518688	tara_polar	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara_Polar	Artic Ocean	Artic Ocean		DCM	36		POLAR_31									74.3386	-85.6208	3.00	20.00	nano	36	356	0	2	34.9249114990234	8.21100044250488	5	0	3.21312808990479	0.0202555507421494	0.222415804862976	236.725402832031	116.986000061035	2.04487490653992	10.0596504211426	5.88736391067505	2.09736490249634	13.1798295974731	0	0	33.2606391906738	-0.619750678539276	-530.298522949219	8.747769735	12.2216100692749
SAMEA4398096	SAMEA4398096_ERR3518680	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_32									72.4693	-71.892	0.80	>0.80	pico	5	574.706787109375	0	1	27.1949100494385	8.21300029754639	3	0.297510504722595	4.48683786392212	0.00106395303737372	0.224326506257057	77.466423034668	108.323699951172	0.813994109630585	13.7142000198364	4.70450592041016	3.29484701156616	9.31328868865967	0.36063489317894	0.859300017356873	33.9527206420898	0.213193893432617	-1051.56701660156	3.490244525	5.96740531921387
SAMEA4398100	SAMEA4398100_ERR3518678	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_32									72.4693	-71.892	3.00	20.00	nano	5	574.706787109375	0	1	27.1949100494385	8.21300029754639	3	0.297510504722595	4.48683786392212	0.00106395303737372	0.224326506257057	77.466423034668	108.323699951172	0.813994109630585	13.7142000198364	4.70450592041016	3.29484701156616	9.31328868865967	0.36063489317894	0.859300017356873	33.9527206420898	0.213193893432617	-1051.56701660156	3.490244525	5.96740531921387
SAMEA4398122	SAMEA4398122_ERR3518676	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_32									72.4376	-71.8843	180.00	2000.00	meso	5	446.345886230469	0	1	26.4406509399414	8.21300029754639	3	0.304290413856506	4.0632700920105	0.000871115480549634	0.478883385658264	115.327201843262	108.323699951172	0.629042327404022	12.9462995529175	4.73296117782593	3.26465511322021	9.19616603851318	0.408453196287155	0.859300017356873	33.9520606994629	0.195250406861305	-1049.31604003906	3.490244525	5.96740531921387
SAMEA4398144	SAMEA4398144_ERR3518677	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_32									72.4688	-71.8979	20.00	180.00	micro	5	574.706787109375	0	1	27.1949100494385	8.21300029754639	3	0.297510504722595	4.48683786392212	0.00106395303737372	0.224326506257057	77.466423034668	108.323699951172	0.813994109630585	13.7142000198364	4.70450592041016	3.29484701156616	9.31328868865967	0.36063489317894	0.859300017356873	33.9527206420898	0.213193893432617	-1051.56701660156	3.490244525	5.96740531921387
SAMEA4398151	SAMEA4398151_ERR3518681	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Artic Ocean	Artic Ocean		Mesopelagic	491		POLAR_32									72.4456	-71.8814	0.80	>0.80	pico	491	446.345886230469	0	1	26.4406509399414	8.21300029754639	3	0.304290413856506	4.0632700920105	0.000871115480549634	0.478883385658264	115.327201843262	108.323699951172	0.629042327404022	12.9462995529175	4.73296117782593	3.26465511322021	9.19616603851318	0.408453196287155	0.859300017356873	33.9520606994629	0.195250406861305	-1049.31604003906	3.490244525	5.96740531921387
SAMEA4398158	SAMEA4398158_ERR3518679	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Artic Ocean	Artic Ocean		Mesopelagic	491		POLAR_32									72.4456	-71.8814	3.00	20.00	nano	491	446.345886230469	0	1	26.4406509399414	8.21300029754639	3	0.304290413856506	4.0632700920105	0.000871115480549634	0.478883385658264	115.327201843262	108.323699951172	0.629042327404022	12.9462995529175	4.73296117782593	3.26465511322021	9.19616603851318	0.408453196287155	0.859300017356873	33.9520606994629	0.195250406861305	-1049.31604003906	3.490244525	5.96740531921387
SAMEA4398180	SAMEA4398180_ERR3518674	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_33									70.9574	-53.5989	0.80	>0.80	pico	5	501.664703369141	0	2	37.7323799133301	8.23799991607666	3	1	7.97793912887573	0.00135055196005851	0.756751775741577	529.78369140625	203.72509765625	0.561328828334808	14.397910118103	5.36677980422974	2.44228100776672	19.1035099029541	2.13373899459839	0	33.9367904663086	0.934311389923096	-205.206207275391	32.37586009	31.8800563812256
SAMEA4398183	SAMEA4398183_ERR3518672	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_33									70.9574	-53.5989	3.00	20.00	nano	5	501.664703369141	0	2	37.7323799133301	8.23799991607666	3	1	7.97793912887573	0.00135055196005851	0.756751775741577	529.78369140625	203.72509765625	0.561328828334808	14.397910118103	5.36677980422974	2.44228100776672	19.1035099029541	2.13373899459839	0	33.9367904663086	0.934311389923096	-205.206207275391	32.37586009	31.8800563812256
SAMEA4398204	SAMEA4398204_ERR3518670	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_33									70.971	-53.5868	180.00	2000.00	meso	5	501.664703369141	0	2	37.7323799133301	8.23799991607666	3	1	7.97793912887573	0.00135055196005851	0.756751775741577	529.78369140625	203.72509765625	3.65366697311401	14.397910118103	5.36677980422974	2.44228100776672	19.1035099029541	2.13373899459839	0	33.9367904663086	0.934311389923096	-205.206207275391	32.37586009	31.8800563812256
SAMEA4398212	SAMEA4398212_ERR3518671	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_33									70.9372	-53.5195	20.00	180.00	micro	5	519.755126953125	0	2	37.5291290283203	8.23799991607666	3	1	7.88149976730347	0.00699911778792739	0.920612514019012	264.916198730469	203.05810546875	1.12136101722717	14.2954196929932	5.34630823135376	2.51719903945923	19.6844501495361	2.07870507240295	0	33.9524383544922	0.963278472423553	-558.161926269531	32.37586009	31.8800563812256
SAMEA4398226	SAMEA4398226_ERR3518675	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Artic Ocean	Artic Ocean		Mesopelagic	411		POLAR_34									70.9433	-53.5127	0.80	>0.80	pico	411	519.755126953125	0	2	37.5291290283203	8.23799991607666	3	1	7.88149976730347	0.00699911778792739	0.920612514019012	264.916198730469	203.05810546875	1.12136101722717	14.2954196929932	5.34630823135376	2.51719903945923	19.6844501495361	2.07870507240295	0	33.9524383544922	0.963278472423553	-558.161926269531	32.37586009	31.8800563812256
SAMEA4398228	SAMEA4398228_ERR3518673	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Artic Ocean	Artic Ocean		Mesopelagic	411		POLAR_34									70.9433	-53.5127	3.00	20.00	nano	411	519.755126953125	0	2	37.5291290283203	8.23799991607666	3	1	7.88149976730347	0.00699911778792739	0.920612514019012	264.916198730469	203.05810546875	1.12136101722717	14.2954196929932	5.34630823135376	2.51719903945923	19.6844501495361	2.07870507240295	0	33.9524383544922	0.963278472423553	-558.161926269531	32.37586009	31.8800563812256
SAMEA4398249	SAMEA4398249_ERR3518669	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_35									69.1136	-51.5086	0.80	>0.80	pico	5	578.184814453125	0	2	36.6441688537598	8.24400043487549	3	0.799026072025299	7.06299114227295	0.0273090191185474	0.227661699056625	159.565505981445	199.03010559082	0.709406971931458	11.7187700271606	6.09988880157471	1.34103202819824	13.9510803222656	2.61173295974731	0	33.7984008789062	1.12498199939728	-313.696807861328	39.02646649	18.5060405731201
SAMEA4398255	SAMEA4398255_ERR3518668	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_35									69.1136	-51.5086	3.00	20.00	nano	5	578.184814453125	0	2	36.6441688537598	8.24400043487549	3	0.799026072025299	7.06299114227295	0.0273090191185474	0.227661699056625	159.565505981445	199.03010559082	0.709406971931458	11.7187700271606	6.09988880157471	1.34103202819824	13.9510803222656	2.61173295974731	0	33.7984008789062	1.12498199939728	-313.696807861328	39.02646649	18.5060405731201
SAMEA4398277	SAMEA4398277_ERR3518666	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_35									69.1163	-51.5714	180.00	2000.00	meso	5	485.749389648438	0	2	36.9500198364258	8.24400043487549	3	0.991263210773468	7.96060085296631	0.0255056004971266	0.378733605146408	169.386993408203	202.367004394531	0.584240317344666	11.8214197158813	6.09988880157471	1.34103202819824	13.9510803222656	2.67405700683594	0	33.8378410339355	1.17499399185181	-319.672210693359	39.02646649	18.5060405731201
SAMEA4398285	SAMEA4398285_ERR3518667	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Artic Ocean	Artic Ocean		Surface	5		POLAR_35									69.1186	-51.6096	20.00	180.00	micro	5	481.862091064453	0	2	36.9212608337402	8.24389171600342	3	1	8	0.0249974709004164	0.539153814315796	171.979797363281	198.40299987793	0.595982074737549	11.7906398773193	6.09988880157471	1.34103202819824	13.9510803222656	2.6533899307251	0	33.8235015869141	1.12606596946716	-331.458801269531	39.02646649	18.5060405731201
SAMEA4398298	SAMEA4398298_ERR3518664	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_36									64.7127	-53.0106	0.80	>0.80	pico	5	592.922485351562	0	3	28	8.24103927612305	3	1.88530504703522	5	0.0169030707329512	0.768560886383057	48.942310333252	218.970001220703	0.769543707370758	9.86312103271484	7.11463689804077	0.332417488098145	5.63287496566772	3.48345398902893	0.564734518527985	33.9413299560547	2.2926230430603	-462.298004150391	49.85468997	25.7137660980225
SAMEA4398304	SAMEA4398304_ERR3518662	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_36									64.7127	-53.0106	3.00	20.00	nano	5	592.922485351562	0	3	28	8.24103927612305	3	1.88530504703522	5	0.0169030707329512	0.768560886383057	48.942310333252	218.970001220703	0.769543707370758	9.86312103271484	7.11463689804077	0.332417488098145	5.63287496566772	3.48345398902893	0.564734518527985	33.9413299560547	2.2926230430603	-462.298004150391	49.85468997	25.7137660980225
SAMEA4398325	SAMEA4398325_ERR3518660	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_36									64.7534	-53.0893	180.00	2000.00	meso	5	588	0	3	28	8.24100017547607	3	1.62825405597687	5	0.0156982392072678	0.609624922275543	51.9020500183105	215.132400512695	0.764161825180054	9.79829978942871	7.125	0.335200011730194	5.61450004577637	3.44400000572205	0.565100014209747	33.9280204772949	2.23334693908691	-380.600189208984	49.85468997	25.7137660980225
SAMEA4398332	SAMEA4398332_ERR3518661	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_36									64.7656	-53.1291	20.00	180.00	micro	5	588	0	3	28	8.24100017547607	3	1.62825405597687	5	0.0156982392072678	0.609624922275543	51.9020500183105	215.132400512695	0.764161825180054	9.79829978942871	7.125	0.335200011730194	5.61450004577637	3.44400000572205	0.565100014209747	33.9280204772949	2.23334693908691	-380.600189208984	49.85468997	25.7137660980225
SAMEA4398343	SAMEA4398343_ERR3518665	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Mesopelagic	351		POLAR_37									64.7	-52.996	0.80	>0.80	pico	351	708.63623046875	0	3	28.0931091308594	8.24195098876953	3	1.68831503391266	5	0.0180561598390341	0.306771606206894	48.8801193237305	215.984603881836	0.785142600536346	11.0157699584961	6.93085098266602	0.269043385982513	5.64089488983154	4.21703481674194	0.556256413459778	33.922981262207	2.26612710952759	-494.969909667969	51.7482825	23.3622417449951
SAMEA4398349	SAMEA4398349_ERR3518663	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Mesopelagic	351		POLAR_37									64.7	-52.996	3.00	20.00	nano	351	708.63623046875	0	3	28.0931091308594	8.24195098876953	3	1.68831503391266	5	0.0180561598390341	0.306771606206894	48.8801193237305	215.984603881836	0.785142600536346	11.0157699584961	6.93085098266602	0.269043385982513	5.64089488983154	4.21703481674194	0.556256413459778	33.922981262207	2.26612710952759	-494.969909667969	51.7482825	23.3622417449951
SAMEA4398372	SAMEA4398372_ERR3518658	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_38									61.5427	-55.9869	0.80	>0.80	pico	5	500.47021484375	0	3	25	8.22499084472656	3.01703095436096	4	6.98712682723999	-0.0393854901194572	0.183536693453789	61.9553909301758	220.968002319336	1.16684603691101	15.7477397918701	6.64268207550049	0.992578387260437	11.2379398345947	2.08820605278015	0.595488786697388	34.898509979248	3.99412703514099	-2781.85205078125	3.237821488	23.8407115936279
SAMEA4398376	SAMEA4398376_ERR3518656	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_38									61.5427	-55.9869	3.00	20.00	nano	5	500.47021484375	0	3	25	8.22499084472656	3.01703095436096	4	6.98712682723999	-0.0393854901194572	0.183536693453789	61.9553909301758	220.968002319336	1.16684603691101	15.7477397918701	6.64268207550049	0.992578387260437	11.2379398345947	2.08820605278015	0.595488786697388	34.898509979248	3.99412703514099	-2781.85205078125	3.237821488	23.8407115936279
SAMEA4398396	SAMEA4398396_ERR3518654	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_38									61.5267	-55.9954	180.00	2000.00	meso	5	488.901611328125	0	3	25	8.22435283660889	3.2116379737854	4	6.89792680740356	-0.0445159487426281	0.213266402482986	93.2869491577148	230.300994873047	1.04953896999359	15.430290222168	6.61774778366089	0.999218583106995	11.3209400177002	2.15979194641113	0.594824016094208	34.8977088928223	3.99435901641846	-2781.23999023438	3.237821488	23.8407115936279
SAMEA4398404	SAMEA4398404_ERR3518655	tara_polar	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Surface	5		POLAR_38									61.5214	-55.9973	20.00	180.00	micro	5	488.901611328125	0	3	25	8.22435283660889	3.2116379737854	4	6.89792680740356	-0.0445159487426281	0.213266402482986	93.2869491577148	230.300994873047	1.04953896999359	15.430290222168	6.61774778366089	0.999218583106995	11.3209400177002	2.15979194641113	0.594824016094208	34.8977088928223	3.99435901641846	-2781.23999023438	3.237821488	23.8407115936279
SAMEA4398415	SAMEA4398415_ERR3518659	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Mesopelagic	391		POLAR_38									61.5754	-55.9846	0.80	>0.80	pico	391	477.474700927734	0	3	25	8.22500038146973	3.00218796730042	4	6.03903293609619	-0.0495963208377361	0.154129102826118	171.951599121094	220.968002319336	1.16684603691101	14.6904401779175	6.54113817214966	1.00666701793671	12.4569702148438	2.58280110359192	0.595489919185638	34.8985710144043	3.9939169883728	-2763.03491210938	3.237821488	23.8407115936279
SAMEA4398421	SAMEA4398421_ERR3518657	tara_polar	18S rRNA	V9	DNA	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	Tara_Polar	Atlantic Ocean	North Atlantic Ocean		Mesopelagic	391		POLAR_38									61.5754	-55.9846	3.00	20.00	nano	391	477.474700927734	0	3	25	8.22500038146973	3.00218796730042	4	6.03903293609619	-0.0495963208377361	0.154129102826118	171.951599121094	220.968002319336	1.16684603691101	14.6904401779175	6.54113817214966	1.00666701793671	12.4569702148438	2.58280110359192	0.595489919185638	34.8985710144043	3.9939169883728	-2763.03491210938	3.237821488	23.8407115936279
SAMEA2591060	ERR562530	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	9		TARA_007									37.051	1.9378	0.80	5.00	pico	9	432.158111572266	0	1	38	8.18874073028564	1	19	10.1356296539307	0.0685138702392578	0.565456628799438	80.5534515380859	75.0761795043945	0.224136292934418	8.25019454956055	4.44394779205322	1.40889000892639	7.87447595596313	13.0282697677612	0.135588496923447	38.3040885925293	13.188289642334	-2783.36010742188	4.699493449	12.0642032623291
SAMEA2591063	ERR562674	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	9		TARA_007									37.051	1.9378	5.00	20.00	nano	9	432.158111572266	0	1	38	8.18874073028564	1	19	10.1356296539307	0.0685138702392578	0.565456628799438	80.5534515380859	75.0761795043945	0.224136292934418	8.25019454956055	4.44394779205322	1.40889000892639	7.87447595596313	13.0282697677612	0.135588496923447	38.3040885925293	13.188289642334	-2783.36010742188	4.699493449	12.0642032623291
SAMEA2591077	ERR562726	tara	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara	Mediterranean Sea	Mediterranean Sea		DCM	42		TARA_007									37.0541	1.9478	0.80	5.00	pico	42	435.078887939453	0	1	38	8.18975067138672	1	19	10.1338195800781	0.0758102685213089	0.789530694484711	80.5866165161133	74.8486862182617	0.2212945073843	8.45599746704102	4.46161317825317	1.37761294841766	7.82824277877808	13.017970085144	0.137152105569839	38.3043594360352	13.1861095428467	-2764.56298828125	4.699493449	12.0642032623291
SAMEA2591082	ERR562575	tara	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara	Mediterranean Sea	Mediterranean Sea		DCM	42		TARA_007									37.0541	1.9478	5.00	20.00	nano	42	435.078887939453	0	1	38	8.18975067138672	1	19	10.1338195800781	0.0758102685213089	0.789530694484711	80.5866165161133	74.8486862182617	0.2212945073843	8.45599746704102	4.46161317825317	1.37761294841766	7.82824277877808	13.017970085144	0.137152105569839	38.3043594360352	13.1861095428467	-2764.56298828125	4.699493449	12.0642032623291
SAMEA2591093	ERR562431	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	5		TARA_023									42.2038	17.715	0.80	5.00	pico	5	448	0	0	34.2467308044434	8.25934600830078	3	18.021879196167	12	-0.0186430998146534	0.426553606987	79.0305099487305	62.217700958252	0.21379129588604	3.2335000038147	5.22240018844604	0.601100027561188	3.39170002937317	12.9169998168945	0.0456999987363815	38.6277694702148	13.4858303070068	-1086.01098632812	8.662353127	5.96183061599731
SAMEA2591094	ERR562705	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	5		TARA_023									42.2038	17.715	5.00	20.00	nano	5	448	0	0	34.2467308044434	8.25934600830078	3	18.021879196167	12	-0.0186430998146534	0.426553606987	79.0305099487305	62.217700958252	0.21379129588604	3.2335000038147	5.22240018844604	0.601100027561188	3.39170002937317	12.9169998168945	0.0456999987363815	38.6277694702148	13.4858303070068	-1086.01098632812	8.662353127	5.96183061599731
SAMEA2591103	ERR562436	tara	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara	Mediterranean Sea	Mediterranean Sea		DCM	55		TARA_023									42.1735	17.7252	0.80	5.00	pico	55	448	0	0	34.2467308044434	8.25934600830078	3	18.021879196167	12	-0.0186430998146534	0.426553606987	79.0305099487305	61.790470123291	0.21379129588604	3.2335000038147	5.22240018844604	0.601100027561188	3.39170002937317	12.9169998168945	0.0456999987363815	38.6277694702148	13.4858303070068	-1086.01098632812	8.662353127	5.96183061599731
SAMEA2591104	ERR562582	tara	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara	Mediterranean Sea	Mediterranean Sea		DCM	55		TARA_023									42.1735	17.7252	5.00	20.00	nano	55	448	0	0	34.2467308044434	8.25934600830078	3	18.021879196167	12	-0.0186430998146534	0.426553606987	79.0305099487305	61.790470123291	0.21379129588604	3.2335000038147	5.22240018844604	0.601100027561188	3.39170002937317	12.9169998168945	0.0456999987363815	38.6277694702148	13.4858303070068	-1086.01098632812	8.662353127	5.96183061599731
SAMEA2591115	ERR562471	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	5		TARA_030									33.9179	32.898	0.80	5.00	pico	5	310.950103759766	7.02472591400146	0	41	8.13193225860596	1.97892105579376	22	10	0.0376798808574677	2.00849890708923	71.2453536987305	36.2469711303711	0.108501799404621	3.88552403450012	4.17698287963867	1.54963302612305	7.16368293762207	13.6586303710938	0.175968304276466	38.8459892272949	14.5	-1333.48205566406	3.395309515	7.71895980834961
SAMEA2591116	ERR562656	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	5		TARA_030									33.9179	32.898	5.00	20.00	nano	5	310.950103759766	7.02472591400146	0	41	8.13193225860596	1.97892105579376	22	10	0.0376798808574677	2.00849890708923	71.2453536987305	36.2469711303711	0.108501799404621	3.88552403450012	4.17698287963867	1.54963302612305	7.16368293762207	13.6586303710938	0.175968304276466	38.8459892272949	14.5	-1333.48205566406	3.395309515	7.71895980834961
SAMEA2591128	ERR562618	tara	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara	Mediterranean Sea	Mediterranean Sea		DCM	70		TARA_030									33.9235	32.8118	0.80	5.00	pico	70	310.850006103516	7	0	41	8.13115406036377	1.97500598430634	22	10	0.039169579744339	2.56878995895386	71.244743347168	36.1740188598633	0.111370101571083	3.94790005683899	4.17679977416992	1.55680000782013	7.0721001625061	13.6560001373291	0.176699995994568	38.8346290588379	14.4823398590088	-1373.89599609375	3.395309515	7.71895980834961
SAMEA2591131	ERR562447	tara	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara	Mediterranean Sea	Mediterranean Sea		DCM	70		TARA_030									33.9235	32.8118	5.00	20.00	nano	70	310.850006103516	7	0	41	8.13115406036377	1.97500598430634	22	10	0.039169579744339	2.56878995895386	71.244743347168	36.1740188598633	0.111370101571083	3.94790005683899	4.17679977416992	1.55680000782013	7.0721001625061	13.6560001373291	0.176699995994568	38.8346290588379	14.4823398590088	-1373.89599609375	3.395309515	7.71895980834961
SAMEA2611378	ERR562428	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	9		TARA_007									37.0242	1.9486	180.00	2000.00	meso	9	435.078887939453	0	1	38	8.18975067138672	1	19	10.1338195800781	0.0758102685213089	0.789530694484711	80.5866165161133	75.8063735961914	0.2212945073843	8.45599746704102	4.46161317825317	1.37761294841766	7.82824277877808	13.017970085144	0.137152105569839	38.3043594360352	13.1861095428467	-2764.56298828125	4.699493449	12.0642032623291
SAMEA2611380	ERR562558	tara	18S rRNA	V9	DNA	[SRF] surface water layer (ENVO:00010504)	Tara	Mediterranean Sea	Mediterranean Sea		Surface	9		TARA_007									37.0299	1.9575	20.00	180.00	micro	9	435.078887939453	0	1	38	8.18975067138672	1	19	10.1338195800781	0.0758102685213089	0.789530694484711	80.5866165161133	75.8063735961914	0.2212945073843	8.45599746704102	4.46161317825317	1.37761294841766	7.82824277877808	13.017970085144	0.137152105569839	38.3043594360352	13.1861095428467	-2764.56298828125	4.699493449	12.0642032623291
SAMEA2611381	ERR562633	tara	18S rRNA	V9	DNA	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	Tara	Mediterranean Sea	Mediterranean Sea		DCM	50		TARA_023									42.1646	17.736	180.00	2000.00	meso	50	448	0	0	34.2467308044434	8.25934600830078	3	18.021879196167	12	-0.0186430998146534	0.426553606987	79.0305099487305	61.790470123291	0.211170196533203	3.2335000038147	5.22240018844604	0.601100027561188	3.39170002937317	12.9169998168945	0.0456999987363815	38.6277694702148	13.4858303070068	-1086.01098632812	8.662353127	5.96183061599731
